SectionID,PersonID,LastName,FirstName,Phone,Email,EnrollmentStatus,TuitionAmount,Grade,TermID
10596,1920,Ross,Nicole,555-452-2801,nross68@loremail.com,EN,495,A,290
10595,2310,Lee,Michelle,555-624-7367,mlee1@loremail.com,EN,495,A,290
10597,2310,Lee,Michelle,555-624-7367,mlee1@loremail.com,EN,495,A,290
10590,2514,Maddox,Amy,555-455-2311,amaddox36@loremail.com,EN,495,A,290
10633,1104,Booker,Jeffery,555-771-1773,jbooker89@loremail.com,DR,,,290
10591,1880,Mcconnell,Christopher,555-189-3343,cmcconnell89@loremail.com,EN,495,A,290
10602,1143,Jordan,Cheryl,555-387-3199,cjordan73@loremail.com,EN,495,B,290
10599,2433,Ross,Sarah,555-140-0930,sross96@loremail.com,EN,495,A,290
10599,1251,Long,Brendan,555-377-0407,blong97@loremail.com,EN,495,A,290
10627,1251,Long,Brendan,555-377-0407,blong97@loremail.com,EN,360,A,290
10594,2428,Shoemaker,Sabrina,555-407-4169,sshoemaker77@loremail.com,EN,495,A,290
10593,1755,Brewer,Tracey,555-748-3318,tbrewer43@loremail.com,EN,495,A,290
10597,1755,Brewer,Tracey,555-748-3318,tbrewer43@loremail.com,EN,495,A,290
10592,2392,Fields,Gayla,555-156-2353,gfields39@loremail.com,EN,495,A,290
10609,1968,Osborne,Jennifer,555-407-0718,josborne23@loremail.com,EN,495,A,290
10610,1968,Osborne,Jennifer,555-407-0718,josborne23@loremail.com,EN,495,B,290
10616,1799,Hazen,Richard,555-201-3711,rhazen96@loremail.com,EN,495,A,290
10619,1799,Hazen,Richard,555-201-3711,rhazen96@loremail.com,EN,495,A,290
10595,2339,Higgins,Susan,555-579-6748,shiggins31@loremail.com,EN,495,C,290
10604,537,Warner,Robert,555-870-4595,rwarner39@loremail.com,EN,450,A,290
10604,1714,Perez,Margaret,555-813-4155,mperez68@loremail.com,EN,450,A,290
10621,2151,Merrill,Tracey,555-755-7527,tmerrill89@loremail.com,EN,495,A,290
10627,2046,Love,Lawrence,555-951-2882,llove9@loremail.com,EN,360,A,290
10601,1716,Rojas,Paula,555-327-7932,projas46@loremail.com,EN,495,C,290
10602,1310,Byrd,Wendell,555-353-2166,wbyrd55@loremail.com,EN,495,A,290
10602,1225,Hudgens,Stephen,555-616-8035,shudgens79@loremail.com,EN,495,B,290
10597,632,Louie,Craig,555-354-5075,clouie11@loremail.com,EN,495,A,290
10599,1340,Lucas,David,555-165-7777,dlucas79@loremail.com,EN,495,A,290
10599,1340,Lucas,David,555-165-7777,dlucas79@loremail.com,EN,495,A,290
10602,497,Hardy,Melissa,555-969-5570,mhardy52@loremail.com,EN,495,A,290
10597,1354,Aldridge,Juanita,555-100-7328,jaldridge96@loremail.com,EN,495,A,290
10609,351,Counts,Lanelle,555-653-7691,lcounts96@loremail.com,EN,495,A,290
10616,690,Gaddy,David,555-476-7048,dgaddy30@loremail.com,EN,495,B,290
10612,2522,Taylor,Stephanie,555-710-7735,staylor88@loremail.com,EN,495,A,290
10595,46,Stafford,Sherita,555-805-6276,sstafford20@loremail.com,EN,495,A,290
10594,2345,Price,Gregory,555-309-2679,gprice33@loremail.com,EN,495,A,290
10627,2050,Holder,Alicia,555-397-8196,aholder79@loremail.com,EN,360,B,290
10603,2490,Williams,Jose,555-292-2786,jwilliams80@loremail.com,EN,495,A,290
10619,2146,Champagne,Joseph,555-310-9531,jchampagne54@loremail.com,EN,495,A,290
10631,1959,Cooley,Michael,555-236-2288,mcooley24@loremail.com,EN,495,A,290
10631,2236,Danforth,Joey,555-683-4061,jdanforth61@loremail.com,EN,495,A,290
10631,2236,Danforth,Joey,555-683-4061,jdanforth61@loremail.com,EN,495,A,290
10608,2427,Perrin,Dan,555-820-8361,dperrin5@loremail.com,EN,495,A,290
10604,83,Arrington,Martha,555-508-6577,marrington97@loremail.com,EN,450,A,290
10632,250,Head,Jerry,555-382-6962,jhead24@loremail.com,EN,180,A,290
10623,250,Head,Jerry,555-382-6962,jhead24@loremail.com,EN,180,A,290
10603,2057,Mull,Ryan,555-187-6731,rmull86@loremail.com,EN,495,B,290
10602,1727,Morgan,Morgan,555-992-7594,mmorgan15@loremail.com,EN,495,A,290
10623,1270,Reilly,Angie,555-313-7773,areilly42@loremail.com,EN,180,A,290
10611,771,Nestor,Phil,555-084-1421,pnestor53@loremail.com,EN,495,A,290
10611,771,Nestor,Phil,555-084-1421,pnestor53@loremail.com,EN,495,A,290
10610,2235,Garvin,Mario,555-514-6371,mgarvin38@loremail.com,EN,495,A,290
10608,2046,Love,Lawrence,555-951-2882,llove9@loremail.com,EN,495,A,290
10633,2046,Love,Lawrence,555-951-2882,llove9@loremail.com,DR,,,290
10603,2474,White,Robert,555-253-7604,rwhite1@loremail.com,EN,495,A,290
10601,1781,Gayle,Jeffery,555-845-3761,jgayle86@loremail.com,EN,495,A,290
10608,400,King,Staci,555-901-5000,sking59@loremail.com,EN,495,B,290
10633,1463,Cline,Debra,555-805-1623,dcline24@loremail.com,DR,,,290
10630,1596,Roach,Dennis,555-842-0201,droach65@loremail.com,EN,135,A,290
10630,1644,Mitchell,Jason,555-062-2279,jmitchell94@loremail.com,EN,135,A,290
10611,2411,Martinez,Wendy,555-656-8681,wmartinez2@loremail.com,EN,495,A,290
10604,1428,Buchholz,Tracy,555-535-5031,tbuchholz2@loremail.com,EN,450,A,290
10630,409,Thomas,Barbara,555-858-0835,bthomas11@loremail.com,EN,135,A,290
10632,409,Thomas,Barbara,555-858-0835,bthomas11@loremail.com,EN,180,A,290
10632,1250,Larsen,Cari,555-494-7030,clarsen65@loremail.com,EN,180,A,290
10623,1978,Montgomery,Jeff,555-808-0808,jmontgomery23@loremail.com,EN,180,A,290
10623,1978,Montgomery,Jeff,555-808-0808,jmontgomery23@loremail.com,EN,180,A,290
10604,1978,Montgomery,Jeff,555-808-0808,jmontgomery23@loremail.com,EN,450,A,290
10604,1723,Rasmussen,Lynn,555-551-2598,lrasmussen85@loremail.com,EN,450,A,290
10602,554,Alvarez,Robert,555-775-2551,ralvarez90@loremail.com,EN,495,B,290
10633,554,Alvarez,Robert,555-775-2551,ralvarez90@loremail.com,DR,,,290
10607,2243,Ramirez,Pearl,555-062-1519,pramirez66@loremail.com,EN,495,B,290
10621,349,Smith,George,555-307-9817,gsmith14@loremail.com,EN,495,A,290
10594,2375,Lee,Susan,555-553-1834,slee58@loremail.com,EN,495,B,290
10623,2145,Wallace,Anthony,555-017-9145,awallace30@loremail.com,EN,180,A,290
10595,2145,Wallace,Anthony,555-017-9145,awallace30@loremail.com,EN,495,A,290
10594,76,Hamilton,Juliann,555-050-3868,jhamilton72@loremail.com,EN,495,B,290
10632,538,Rader,Michele,555-137-3030,mrader29@loremail.com,EN,180,A,290
10616,25,Boyd,Jenny,555-305-5123,jboyd65@loremail.com,EN,495,A,290
10611,1889,Owens,Joseph,555-762-4620,jowens70@loremail.com,EN,495,A,290
10622,2473,Wilkerson,Shane,555-083-6562,swilkerson4@loremail.com,EN,495,A,290
10621,2139,Jett,Keith,555-886-7048,kjett91@loremail.com,EN,495,A,290
10627,2292,Rios,Christopher,555-613-9797,crios3@loremail.com,EN,360,A,290
10619,2292,Rios,Christopher,555-613-9797,crios3@loremail.com,EN,495,A,290
10590,2534,Watson,Ray,555-213-0315,rwatson52@loremail.com,EN,495,A,290
10606,2538,Smith,Lora,555-978-9409,lsmith89@loremail.com,EN,495,B,290
10619,2539,Langdon,Tamar,555-206-1687,tlangdon95@loremail.com,EN,495,A,290
10601,1627,Brown,Daryl,555-843-8179,dbrown96@loremail.com,EN,495,A,290
10630,1627,Brown,Daryl,555-843-8179,dbrown96@loremail.com,EN,135,A,290
10628,2541,Kirschner,Belinda,555-947-5764,bkirschner4@loremail.com,EN,495,A,290
10617,2542,Florez,Janene,555-487-8878,jflorez12@loremail.com,EN,495,A,290
10618,2543,Andrus,Michelle,555-411-8604,mandrus93@loremail.com,EN,495,B,290
10618,2544,Bryant,Rodney,555-147-8235,rbryant51@loremail.com,EN,495,A,290
10592,2545,Neville,Shawn,555-814-4060,sneville93@loremail.com,EN,495,A,290
10615,2546,Nichols,Wanda,555-130-2668,wnichols57@loremail.com,EN,495,A,290
10606,2547,Diaz,Joseph,555-002-7477,jdiaz94@loremail.com,EN,495,A,290
10607,2548,Russo,Tracy,555-854-6871,trusso35@loremail.com,EN,495,A,290
10628,2549,Mach,Susan,555-545-4358,smach80@loremail.com,EN,495,A,290
10633,2550,Kingsbury,Daniel,555-126-1455,dkingsbury54@loremail.com,DR,,,290
10592,2551,Garrison,Francisco,555-208-2738,fgarrison50@loremail.com,EN,495,A,290
10590,2552,Mckeever,Megan,555-718-0940,mmckeever68@loremail.com,EN,495,A,290
10603,2553,London,Angie,555-359-5088,alondon16@loremail.com,EN,495,B,290
10606,2554,Gunn,Kathleen,555-189-4154,kgunn31@loremail.com,EN,495,A,290
10615,2555,Gonzalez,Brenda,555-906-7736,bgonzalez90@loremail.com,EN,495,C,290
10599,2556,Brown,Kelly,555-516-6787,kbrown55@loremail.com,EN,495,A,290
10613,2559,Yeager,Ronald,555-197-9629,ryeager45@loremail.com,EN,495,B,290
10618,2560,Rizzo,Carrie,555-988-2902,crizzo33@loremail.com,EN,495,A,290
10618,2560,Rizzo,Carrie,555-988-2902,crizzo33@loremail.com,EN,495,A,290
10590,2561,Anderson,Carrie,555-507-4586,canderson37@loremail.com,EN,495,A,290
10592,2562,Lewis,Roddrick,555-213-2545,rlewis90@loremail.com,EN,495,B,290
10628,2529,Hoffman,Brenda,555-975-7598,bhoffman11@loremail.com,EN,495,A,290
10592,2526,Watson,Viola,555-426-3394,vwatson20@loremail.com,EN,495,A,290
10592,2563,Alvarado,Mara,555-855-0743,malvarado58@loremail.com,EN,495,A,290
10590,2564,Silva,Lisa,555-518-8575,lsilva85@loremail.com,EN,495,A,290
10628,2565,Wood,Shane,555-700-4409,swood68@loremail.com,EN,495,A,290
10590,2566,Burnett,Robert,555-656-7891,rburnett94@loremail.com,EN,495,A,290
10629,2567,Dunaway,Marla,555-441-0537,mdunaway91@loremail.com,EN,495,A,290
10593,2568,Riddell,Patsy,555-423-3524,priddell74@loremail.com,EN,495,A,290
10599,2570,Chang,Glenn,555-781-2475,gchang98@loremail.com,EN,495,A,290
10599,2570,Chang,Glenn,555-781-2475,gchang98@loremail.com,EN,495,A,290
10603,2571,Putnam,Angela,555-870-6977,aputnam37@loremail.com,EN,495,A,290
10607,2572,Lopez,Jesse,555-740-0549,jlopez29@loremail.com,EN,495,A,290
10633,2573,Moon,David,555-877-2071,dmoon57@loremail.com,DR,,,290
10627,2573,Moon,David,555-877-2071,dmoon57@loremail.com,EN,360,A,290
10590,2574,Jensen,Heather,555-784-3614,hjensen67@loremail.com,EN,495,A,290
10611,2395,Taylor,Tania,555-145-3457,ttaylor34@loremail.com,EN,495,A,290
10596,406,Borden,Jackie,555-659-6517,jborden98@loremail.com,EN,495,A,290
10613,1360,Ponce,Gail,555-669-0482,gponce81@loremail.com,EN,495,B,290
10619,1556,Green,Angela,555-088-3893,agreen22@loremail.com,EN,495,A,290
10627,1730,Johnson,John,555-099-0823,jjohnson41@loremail.com,EN,360,A,290
10601,454,Martin,John,555-869-2059,jmartin41@loremail.com,EN,495,A,290
10609,1812,Winkler,Cyrus,555-759-6979,cwinkler49@loremail.com,EN,495,A,290
10623,1812,Winkler,Cyrus,555-759-6979,cwinkler49@loremail.com,EN,180,A,290
10611,2299,Hanley,Cindy,555-453-0827,chanley53@loremail.com,EN,495,A,290
10612,2467,Welch,Dana,555-314-5881,dwelch70@loremail.com,EN,495,A,290
10615,2576,Rogers,Thomas,555-732-4790,trogers93@loremail.com,EN,495,A,290
10615,2576,Rogers,Thomas,555-732-4790,trogers93@loremail.com,EN,495,A,290
10615,2576,Rogers,Thomas,555-732-4790,trogers93@loremail.com,EN,495,A,290
10615,2577,Goff,Cynthia,555-548-7871,cgoff7@loremail.com,EN,495,A,290
10618,2579,Clayton,Craig,555-636-6022,cclayton83@loremail.com,EN,495,A,290
10618,2579,Clayton,Craig,555-636-6022,cclayton83@loremail.com,EN,495,A,290
10603,2445,Morris,Sheila,555-887-5069,smorris73@loremail.com,EN,495,A,290
10594,2499,Schreiber,Julie,555-099-4778,jschreiber79@loremail.com,EN,495,A,290
10615,2576,Rogers,Thomas,555-732-4790,trogers93@loremail.com,EN,495,A,290
10628,2558,Sneed,Richard,555-398-2343,rsneed84@loremail.com,EN,495,A,290
10594,2486,Snyder,Richard,555-673-2032,rsnyder24@loremail.com,EN,495,A,290
10608,2569,Spicer,Renee,555-101-3827,rspicer68@loremail.com,EN,495,A,290
10622,2525,Bennett,Steven,555-256-1036,sbennett66@loremail.com,EN,495,A,290
10594,2464,Perron,Jeffrey,555-705-1784,jperron6@loremail.com,EN,495,A,290
10606,2582,Rivera,Mark,555-293-9665,mrivera29@loremail.com,EN,495,A,290
10633,1971,Barden,Kris,555-663-9661,kbarden44@loremail.com,DR,,,290
10606,2583,Moran,Richard,555-426-0149,rmoran85@loremail.com,EN,495,A,290
10606,2584,Briggs,Vic,555-188-0213,vbriggs45@loremail.com,EN,495,A,290
10633,1022,Cortez,Normand,555-540-1365,ncortez39@loremail.com,DR,,,290
10606,2513,Webster,Todd,555-791-5525,twebster67@loremail.com,EN,495,A,290
10593,1652,Fisher,Marc,555-254-4523,mfisher58@loremail.com,EN,495,A,290
10632,952,Holton,Lori,555-811-7840,lholton99@loremail.com,EN,180,A,290
10630,952,Holton,Lori,555-811-7840,lholton99@loremail.com,EN,135,A,290
10597,2309,Marks,Elba,555-387-0186,emarks45@loremail.com,EN,495,B,290
10603,2452,Schmidt,Thomas,555-332-5540,tschmidt32@loremail.com,EN,495,A,290
10612,2436,May,Rebecca,555-481-1085,rmay97@loremail.com,EN,495,A,290
10618,2586,Evans,Jennifer,555-046-7791,jevans35@loremail.com,EN,495,A,290
10618,2587,Wallace,Martha,555-981-3597,mwallace21@loremail.com,EN,495,A,290
10599,1414,Acevedo,Marvin,555-152-2058,macevedo58@loremail.com,EN,495,A,290
10606,2540,Harris,Kenneth,555-983-1630,kharris52@loremail.com,EN,495,A,290
10592,2588,Fuller,Virginia,555-920-6017,vfuller64@loremail.com,EN,495,A,290
10595,682,Williams,Keith,555-547-2818,kwilliams91@loremail.com,EN,495,A,290
10794,761,Stewart,Martin,555-118-6650,mstewart19@loremail.com,EN,495,A,294
10626,761,Stewart,Martin,555-118-6650,mstewart19@loremail.com,EN,495,A,290
10593,2077,Bean,John,555-678-8965,jbean1@loremail.com,EN,495,B,290
10593,1850,Jacobson,Demetria,555-779-9713,djacobson3@loremail.com,EN,495,A,290
10621,2520,Martinez,Deana,555-219-6664,dmartinez22@loremail.com,EN,495,A,290
10604,2295,Owens,Derek,555-341-8193,dowens60@loremail.com,EN,450,A,290
10604,619,Chapman,Barry,555-747-7147,bchapman89@loremail.com,EN,450,A,290
10597,2376,Henson,Anthony,555-591-3473,ahenson26@loremail.com,EN,495,A,290
10613,2353,Quintero,Kerri,555-810-2367,kquintero32@loremail.com,EN,495,A,290
10590,2372,Boyle,Michelle,555-621-9307,mboyle88@loremail.com,EN,495,A,290
10610,2454,Smith,Eugene,555-353-7141,esmith79@loremail.com,EN,495,A,290
10609,51,Ferguson,Lisa,555-888-8441,lferguson60@loremail.com,EN,495,A,290
10603,2431,Miller,Katherine,555-720-9840,kmiller33@loremail.com,EN,495,A,290
10627,2220,Chao,Cammy,555-447-0177,cchao88@loremail.com,EN,360,C,290
10601,497,Hardy,Melissa,555-969-5570,mhardy52@loremail.com,EN,495,B,290
10618,2589,Moore,Carlos,555-867-6538,cmoore91@loremail.com,EN,495,C,290
10590,2590,Reed,Carey,555-144-8579,creed17@loremail.com,EN,495,A,290
10626,1898,Thomas,Thomas,555-018-0754,tthomas8@loremail.com,EN,0,A,290
10628,2591,Easterling,Jerry,555-643-4468,jeasterling35@loremail.com,EN,495,A,290
10604,1000,Karr,Jerry,555-330-7253,jkarr20@loremail.com,DR,,,290
10628,2592,Spivey,Richard,555-732-1818,rspivey21@loremail.com,EN,495,A,290
10617,2356,Lewis,Randy,555-043-2461,rlewis17@loremail.com,EN,495,A,290
10610,994,Perry,Olivia,555-593-1955,operry77@loremail.com,EN,495,A,290
10603,2593,Case,Laura,555-775-9800,lcase10@loremail.com,EN,495,B,290
10592,2594,Grimes,Lisa,555-038-2373,lgrimes44@loremail.com,EN,495,A,290
10622,2595,Massey,Lisa,555-006-1050,lmassey96@loremail.com,EN,495,A,290
10617,2596,Snow,Francis,555-825-4239,fsnow7@loremail.com,EN,495,A,290
10615,2597,Hawkins,Jennifer,555-825-1903,jhawkins41@loremail.com,EN,495,A,290
10617,2378,Dumas,Sally,555-784-1851,sdumas15@loremail.com,EN,495,A,290
10592,2599,Cummings,Brian,555-382-1875,bcummings52@loremail.com,EN,495,A,290
10622,2128,Dame,David,555-924-9732,ddame79@loremail.com,EN,495,A,290
10615,2600,Rochester,Carl,555-904-8456,crochester17@loremail.com,EN,495,A,290
10612,2426,Williamson,Christy,555-711-8873,cwilliamson100@loremail.com,EN,495,A,290
10632,1714,Perez,Margaret,555-813-4155,mperez68@loremail.com,EN,180,A,290
10628,2601,Michael,Robert,555-248-0357,rmichael90@loremail.com,EN,495,A,290
10607,2405,Brown,Greta,555-832-5000,gbrown7@loremail.com,EN,495,A,290
10604,2046,Love,Lawrence,555-951-2882,llove9@loremail.com,EN,450,A,290
10599,1354,Aldridge,Juanita,555-100-7328,jaldridge96@loremail.com,EN,495,A,290
10592,2602,Lamb,Jeanene,555-823-9891,jlamb30@loremail.com,EN,495,A,290
10592,2603,Gaines,Julie,555-359-9536,jgaines94@loremail.com,EN,495,B,290
10608,2437,Monroy,Mark,555-748-5189,mmonroy37@loremail.com,EN,495,A,290
10610,2604,Jackson,Richard,555-670-0300,rjackson91@loremail.com,EN,495,A,290
10603,2474,White,Robert,555-253-7604,rwhite1@loremail.com,EN,495,A,290
10607,2406,Morrison,Gina,555-525-5834,gmorrison36@loremail.com,EN,495,A,290
10606,2605,Horn,Coy,555-718-5389,chorn53@loremail.com,EN,495,A,290
10606,2606,Alonzo,Scott,555-079-6625,salonzo91@loremail.com,EN,495,A,290
10606,2607,Crum,Robert,555-882-6667,rcrum85@loremail.com,EN,495,B,290
10615,2398,Henderson,April,555-947-2480,ahenderson1@loremail.com,EN,495,A,290
10601,2270,Polanco,Maria,555-744-4500,mpolanco81@loremail.com,EN,495,A,290
10606,2608,Cummings,Kimberly,555-421-4300,kcummings88@loremail.com,EN,495,A,290
10608,1381,Dunn,Christina,555-568-9365,cdunn11@loremail.com,EN,495,A,290
10604,1381,Dunn,Christina,555-568-9365,cdunn11@loremail.com,EN,450,A,290
10610,2609,Heine,Steven,555-305-0708,sheine96@loremail.com,EN,495,A,290
10628,2610,Shook,Jennifer,555-571-0223,jshook50@loremail.com,EN,495,A,290
10610,1644,Mitchell,Jason,555-062-2279,jmitchell94@loremail.com,EN,495,A,290
10632,858,Mosher,Mark,555-214-4216,mmosher67@loremail.com,EN,180,A,290
10632,1319,Thomas,John,555-267-9119,jthomas97@loremail.com,EN,180,A,290
10632,1319,Thomas,John,555-267-9119,jthomas97@loremail.com,EN,180,A,290
10594,2480,Stutzman,Robert,555-895-0925,rstutzman99@loremail.com,EN,495,A,290
10632,1920,Ross,Nicole,555-452-2801,nross68@loremail.com,EN,180,A,290
10651,51,Ferguson,Lisa,555-888-8441,lferguson60@loremail.com,EN,450,A,291
10650,1704,Todd,Frankie,555-533-1338,ftodd42@loremail.com,EN,495,A,291
10644,2620,Bustos,Pat,555-202-2472,pbustos86@loremail.com,EN,495,A,291
10671,554,Alvarez,Robert,555-775-2551,ralvarez90@loremail.com,EN,495,A,291
10679,554,Alvarez,Robert,555-775-2551,ralvarez90@loremail.com,EN,495,A,291
10658,2621,Saunders,Matthew,555-192-1051,msaunders40@loremail.com,EN,495,B,291
10659,1859,Mccorkle,Keith,555-145-1477,kmccorkle66@loremail.com,EN,495,A,291
10664,1859,Mccorkle,Keith,555-145-1477,kmccorkle66@loremail.com,EN,225,B,291
10645,2313,Heiser,Jason,555-906-8222,jheiser51@loremail.com,EN,495,A,291
10636,967,Gilchrist,Elissa,555-052-8705,egilchrist63@loremail.com,EN,495,A,291
10677,409,Thomas,Barbara,555-858-0835,bthomas11@loremail.com,EN,495,A,291
10677,2323,Satterwhite,Barbara,555-628-5270,bsatterwhite51@loremail.com,EN,495,A,291
10650,2598,Fowler,John,555-195-0501,jfowler5@loremail.com,EN,495,A,291
10667,2622,Green,Tracy,555-660-5028,tgreen23@loremail.com,EN,495,A,291
10667,2622,Green,Tracy,555-660-5028,tgreen23@loremail.com,EN,495,A,291
10658,1889,Owens,Joseph,555-762-4620,jowens70@loremail.com,EN,495,A,291
10654,2608,Cummings,Kimberly,555-421-4300,kcummings88@loremail.com,EN,495,A,291
10634,2581,Butcher,Horace,555-064-6366,hbutcher2@loremail.com,EN,495,A,291
10648,1066,Gordon,Thomas,555-291-4120,tgordon50@loremail.com,EN,495,A,291
10650,2625,Fernandez,Larry,555-210-3765,lfernandez64@loremail.com,EN,495,A,291
10667,2619,Dombrowski,Kristian,555-447-0842,kdombrowski58@loremail.com,EN,495,A,291
10667,2619,Dombrowski,Kristian,555-447-0842,kdombrowski58@loremail.com,EN,495,A,291
10650,416,Williams,Charlene,555-348-9017,cwilliams96@loremail.com,EN,495,A,291
10675,1564,Ambriz,Mark,555-434-1640,mambriz40@loremail.com,EN,495,A,291
10651,1920,Ross,Nicole,555-452-2801,nross68@loremail.com,EN,450,B,291
10651,1920,Ross,Nicole,555-452-2801,nross68@loremail.com,EN,450,B,291
10651,1920,Ross,Nicole,555-452-2801,nross68@loremail.com,EN,450,B,291
10647,2151,Merrill,Tracey,555-755-7527,tmerrill89@loremail.com,EN,495,A,291
10659,1243,Ross,Katherine,555-258-6555,kross2@loremail.com,EN,495,A,291
10646,2519,Johnson,Erik,555-178-3542,ejohnson54@loremail.com,EN,495,A,291
10658,2519,Johnson,Erik,555-178-3542,ejohnson54@loremail.com,EN,495,A,291
10654,2372,Boyle,Michelle,555-621-9307,mboyle88@loremail.com,EN,495,A,291
10637,2145,Wallace,Anthony,555-017-9145,awallace30@loremail.com,EN,495,A,291
10680,2145,Wallace,Anthony,555-017-9145,awallace30@loremail.com,EN,180,A,291
10651,2145,Wallace,Anthony,555-017-9145,awallace30@loremail.com,EN,450,A,291
10657,2145,Wallace,Anthony,555-017-9145,awallace30@loremail.com,EN,495,B,291
10638,1799,Hazen,Richard,555-201-3711,rhazen96@loremail.com,EN,120,A,291
10639,1799,Hazen,Richard,555-201-3711,rhazen96@loremail.com,EN,225,A,291
10664,1381,Dunn,Christina,555-568-9365,cdunn11@loremail.com,EN,225,A,291
10664,1714,Perez,Margaret,555-813-4155,mperez68@loremail.com,EN,225,A,291
10634,2626,Munoz,Terry,555-099-8394,tmunoz80@loremail.com,EN,495,A,291
10658,2411,Martinez,Wendy,555-656-8681,wmartinez2@loremail.com,EN,495,A,291
10651,46,Stafford,Sherita,555-805-6276,sstafford20@loremail.com,EN,450,A,291
10634,2627,Johnson,Stephen,555-354-5279,sjohnson89@loremail.com,EN,495,A,291
10667,2628,Pierce,Keith,555-104-9433,kpierce82@loremail.com,EN,495,A,291
10675,2630,Bishop,Leslie,555-897-7457,lbishop92@loremail.com,EN,495,A,291
10675,2630,Bishop,Leslie,555-897-7457,lbishop92@loremail.com,EN,495,A,291
10650,2631,Shelton,Kenneth,555-317-3494,kshelton65@loremail.com,EN,495,A,291
10677,1606,Richardson,Abel,555-041-7049,arichardson2@loremail.com,EN,495,A,291
10676,1606,Richardson,Abel,555-041-7049,arichardson2@loremail.com,EN,495,A,291
10651,2046,Love,Lawrence,555-951-2882,llove9@loremail.com,EN,450,A,291
10655,2046,Love,Lawrence,555-951-2882,llove9@loremail.com,EN,495,A,291
10675,2634,Barron,Eric,555-168-9931,ebarron98@loremail.com,EN,495,A,291
10667,2635,Schmidt,Joy,555-681-8039,jschmidt15@loremail.com,EN,495,A,291
10648,2010,Watson,Darin,555-021-1528,dwatson0@loremail.com,EN,495,A,291
10669,1627,Brown,Daryl,555-843-8179,dbrown96@loremail.com,EN,495,A,291
