SectionID,PersonID,LastName,FirstName,Phone,Email,EnrollmentStatus,TuitionAmount,Grade,TermID
10022,871,Brown,Noel,555-423-4042,nbrown4@loremail.com,EN,495,A,120
10000,1245,Hoffman,Scott,555-598-1904,shoffman42@loremail.com,EN,375,B,120
10000,554,Alvarez,Robert,555-775-2551,ralvarez90@loremail.com,EN,375,A,120
10023,554,Alvarez,Robert,555-775-2551,ralvarez90@loremail.com,EN,495,B,120
10000,1166,Rose,Brenda,555-142-2183,brose13@loremail.com,EN,375,A,120
10018,767,Johnson,Gordon,555-824-1464,gjohnson26@loremail.com,EN,375,B,120
10018,1072,Kinney,Frank,555-680-2204,fkinney78@loremail.com,EN,375,A,120
10018,91,Rosales,James,555-196-6826,jrosales55@loremail.com,EN,375,A,120
10018,402,Washington,Steven,555-860-4717,swashington9@loremail.com,EN,375,A,120
10018,749,Adams,Jean,555-864-1356,jadams22@loremail.com,EN,375,A,120
10004,632,Louie,Craig,555-354-5075,clouie11@loremail.com,EN,495,A,120
10004,1246,Johnson,Barry,555-028-4915,bjohnson60@loremail.com,EN,495,A,120
10004,511,Velazquez,Laurie,555-376-7152,lvelazquez21@loremail.com,EN,495,A,120
10004,1247,Chapman,Jason,555-749-3078,jchapman53@loremail.com,EN,495,A,120
10004,658,Manzano,Terese,555-481-2509,tmanzano68@loremail.com,EN,495,A,120
10009,788,Mills,Michael,555-947-4838,mmills40@loremail.com,EN,495,A,120
10009,1248,Diaz,Elijah,555-874-7439,ediaz29@loremail.com,EN,495,A,120
10009,761,Stewart,Martin,555-118-6650,mstewart19@loremail.com,EN,495,A,120
10009,1249,Shinn,Kenneth,555-401-6698,kshinn18@loremail.com,EN,495,A,120
10009,697,Johnson,Carolyn,555-503-5415,cjohnson32@loremail.com,EN,495,A,120
10009,728,Lamb,Sheila,555-235-5292,slamb96@loremail.com,EN,495,A,120
10009,965,Davis,Brian,555-294-2681,bdavis17@loremail.com,EN,495,A,120
10009,601,Bennett,Lisa,555-832-9681,lbennett10@loremail.com,EN,495,A,120
10016,613,Mata,Pamela,555-913-8796,pmata20@loremail.com,EN,495,A,120
10016,894,Davis,David,555-232-6397,ddavis37@loremail.com,EN,495,A,120
10016,1107,Williamson,Christina,555-620-5873,cwilliamson59@loremail.com,EN,495,B,120
10016,135,Proffitt,Homer,555-238-2791,hproffitt84@loremail.com,EN,495,A,120
10016,485,Mcclendon,Cindy,555-079-2732,cmcclendon1@loremail.com,EN,495,A,120
10016,76,Hamilton,Juliann,555-050-3868,jhamilton72@loremail.com,EN,495,A,120
10021,1100,Miller,Teresa,555-331-2433,tmiller67@loremail.com,EN,495,A,120
10021,1250,Larsen,Cari,555-494-7030,clarsen65@loremail.com,EN,495,A,120
10021,194,Kelly,Gerald,555-650-1096,gkelly1@loremail.com,EN,495,A,120
10021,1251,Long,Brendan,555-377-0407,blong97@loremail.com,EN,495,A,120
10021,476,Brown,Anne,555-485-7387,abrown55@loremail.com,EN,495,D,120
10021,617,Connors,Lisa,555-383-1608,lconnors70@loremail.com,EN,495,A,120
10021,1252,Smith,Myrna,555-055-6674,msmith8@loremail.com,DR,,,120
10001,329,Huffman,Ginger,555-786-8242,ghuffman31@loremail.com,EN,375,A,120
10001,83,Arrington,Martha,555-508-6577,marrington97@loremail.com,EN,375,A,120
10001,255,Vickers,Stacie,555-863-5153,svickers83@loremail.com,EN,375,A,120
10001,967,Gilchrist,Elissa,555-052-8705,egilchrist63@loremail.com,EN,375,A,120
10001,1253,Horner,Lisa,555-745-4600,lhorner65@loremail.com,EN,375,A,120
10001,462,Wilson,Carolyn,555-497-4858,cwilson83@loremail.com,EN,375,A,120
10019,1022,Cortez,Normand,555-540-1365,ncortez39@loremail.com,EN,375,A,120
10019,281,Haile,Gina,555-306-7046,ghaile29@loremail.com,EN,375,A,120
10019,1254,Lake,John,555-033-4179,jlake80@loremail.com,EN,375,A,120
10019,548,Rooney,Stephanie,555-654-1965,srooney0@loremail.com,EN,375,A,120
10019,458,Stephen,Loretta,555-406-3899,lstephen60@loremail.com,EN,375,A,120
10019,952,Holton,Lori,555-811-7840,lholton99@loremail.com,EN,375,A,120
10019,250,Head,Jerry,555-382-6962,jhead24@loremail.com,EN,375,A,120
10019,555,Wilder,Darcy,555-111-0337,dwilder58@loremail.com,EN,375,A,120
10001,1255,Stephens,Dane,555-437-0837,dstephens95@loremail.com,EN,375,A,120
10011,466,Villa,Pamela,555-599-6681,pvilla56@loremail.com,EN,495,A,120
10011,1256,Spence,Jeffery,555-704-6759,jspence45@loremail.com,EN,495,A,120
10011,994,Perry,Olivia,555-593-1955,operry77@loremail.com,EN,495,A,120
10011,415,Jones,Matthew,555-634-0489,mjones80@loremail.com,EN,495,A,120
10011,934,Castle,Morgan,555-565-9547,mcastle89@loremail.com,EN,495,A,120
10011,815,Mosley,Lorraine,555-754-2284,lmosley53@loremail.com,EN,495,A,120
10005,815,Mosley,Lorraine,555-754-2284,lmosley53@loremail.com,EN,495,A,120
10011,971,,Chris,555-595-8442,c82@loremail.com,EN,495,A,120
10025,935,Guerrero,John,555-060-5894,jguerrero47@loremail.com,EN,495,A,120
10025,352,Johnston,Jim,555-801-8341,jjohnston46@loremail.com,EN,495,A,120
10025,524,Green,Sherry,555-663-0981,sgreen12@loremail.com,EN,495,A,120
10025,96,Mccall,Gail,555-531-4158,gmccall42@loremail.com,EN,495,A,120
10008,594,Hilton,Lillian,555-420-3147,lhilton46@loremail.com,EN,495,A,120
10008,314,Smith,Karrie,555-566-3956,ksmith82@loremail.com,EN,495,A,120
10024,652,Kohl,Josephine,555-116-5261,jkohl85@loremail.com,EN,495,A,120
10024,704,Hill,Karla,555-223-1437,khill70@loremail.com,EN,495,A,120
10024,583,Lee,Brandi,555-694-1848,blee62@loremail.com,EN,495,A,120
10024,39,Grimsley,Joseph,555-060-3039,jgrimsley46@loremail.com,EN,495,B,120
10024,531,Will,Paul,555-997-7011,pwill31@loremail.com,EN,495,A,120
10024,495,Lee,Sandy,555-196-8512,slee78@loremail.com,EN,495,A,120
10010,1036,Nielsen,Wendy,555-651-1344,wnielsen30@loremail.com,EN,495,C,120
10010,1143,Jordan,Cheryl,555-387-3199,cjordan73@loremail.com,EN,495,A,120
10010,581,Blais,Kimberly,555-509-6539,kblais26@loremail.com,EN,495,A,120
10010,1065,Sterling,Jeannie,555-229-9628,jsterling42@loremail.com,EN,495,A,120
10010,122,Devries,Scott,555-216-9890,sdevries33@loremail.com,EN,495,A,120
10010,250,Head,Jerry,555-382-6962,jhead24@loremail.com,EN,495,A,120
10001,250,Head,Jerry,555-382-6962,jhead24@loremail.com,EN,375,A,120
10010,111,Phillip,Troy,555-412-4280,tphillip23@loremail.com,EN,495,A,120
10010,533,Goodwin,Beth,555-612-7480,bgoodwin78@loremail.com,EN,495,A,120
10023,202,Henderson,Elizabeth,555-933-9450,ehenderson44@loremail.com,EN,495,A,120
10023,1257,Fisher,Phillip,555-567-7397,pfisher31@loremail.com,EN,495,A,120
10023,400,King,Staci,555-901-5000,sking59@loremail.com,EN,495,A,120
10023,112,Harrelson,Cari,555-803-4411,charrelson23@loremail.com,EN,495,A,120
10014,571,Miller,Maryanne,555-204-8235,mmiller68@loremail.com,EN,495,A,120
10014,408,Gentry,Patrick,555-451-9382,pgentry92@loremail.com,EN,0,A,120
10014,254,Sharpe,Laura,555-932-4648,lsharpe71@loremail.com,EN,495,A,120
10012,752,Frazier,Debra,555-195-6740,dfrazier16@loremail.com,EN,495,A,120
10012,111,Phillip,Troy,555-412-4280,tphillip23@loremail.com,EN,495,A,120
10012,1018,Aiken,Brandon,555-570-9622,baiken39@loremail.com,EN,495,A,120
10012,619,Chapman,Barry,555-747-7147,bchapman89@loremail.com,EN,495,A,120
10012,538,Rader,Michele,555-137-3030,mrader29@loremail.com,EN,495,A,120
10012,233,Jones,Michael,555-517-7141,mjones90@loremail.com,EN,495,A,120
10012,537,Warner,Robert,555-870-4595,rwarner39@loremail.com,EN,495,A,120
10012,753,Cole,Michael,555-740-5725,mcole93@loremail.com,EN,495,A,120
10012,235,Oliver,Karla,555-938-5182,koliver98@loremail.com,EN,495,A,120
10012,1258,Davenport,Nicky,555-090-4969,ndavenport15@loremail.com,EN,495,A,120
10012,1259,Miller,Jeffrey,555-813-4594,jmiller50@loremail.com,EN,495,A,120
10005,755,Welch,Sean,555-683-3066,swelch68@loremail.com,EN,495,B,120
10002,1260,Ferreira,Ruben,555-254-3325,rferreira21@loremail.com,EN,495,A,120
10004,1261,Worth,Rodney,555-071-5037,rworth3@loremail.com,EN,495,A,120
10016,484,Salisbury,Ronald,555-310-7048,rsalisbury25@loremail.com,EN,495,B,120
10014,942,Bush,Micheal,555-835-7513,mbush76@loremail.com,EN,495,A,120
10002,1138,Hoffman,Jonathan,555-800-9108,jhoffman13@loremail.com,EN,495,A,120
10012,826,Woods,Paul,555-455-1882,pwoods59@loremail.com,EN,495,A,120
10016,809,Vann,John,555-072-8231,jvann74@loremail.com,DR,,,120
10019,409,Thomas,Barbara,555-858-0835,bthomas11@loremail.com,DR,,,120
10012,228,Hall,Christie,555-846-7306,chall22@loremail.com,DR,,,120
10011,397,Gomez,David,555-300-7715,dgomez30@loremail.com,DR,,,120
10009,1266,Prince,Renee,555-644-5124,rprince13@loremail.com,DR,,,120
10020,1267,Wilson,Carol,555-207-0842,cwilson19@loremail.com,DR,,,120
10020,1268,Moore,Travis,555-027-3817,tmoore90@loremail.com,DR,,,120
10020,1269,Holcomb,Robert,555-747-4691,rholcomb85@loremail.com,EN,495,A,120
10020,1270,Reilly,Angie,555-313-7773,areilly42@loremail.com,DR,,,120
10016,931,Royster,Travis,555-333-0132,troyster49@loremail.com,DR,,,120
10020,1275,Harris,Laura,555-866-5756,lharris21@loremail.com,EN,495,A,120
10020,1276,Crisp,Terri,555-708-5276,tcrisp73@loremail.com,DR,,,120
10005,1277,Dalton,Ladonna,555-720-3366,ldalton40@loremail.com,DR,,,120
10005,1278,Green,Charles,555-751-6548,cgreen17@loremail.com,DR,,,120
10002,1279,Matias,Brett,555-498-3495,bmatias26@loremail.com,EN,495,B,120
10010,737,Connors,Laura,555-692-9348,lconnors60@loremail.com,DR,,,120
10010,374,Dotson,Laurie,555-894-4512,ldotson43@loremail.com,EN,495,A,120
10009,609,Jones,Amy,555-200-9771,ajones60@loremail.com,EN,495,A,120
10011,564,Bailey,Lisa,555-347-3640,lbailey33@loremail.com,DR,,,120
10008,564,Bailey,Lisa,555-347-3640,lbailey33@loremail.com,DR,,,120
10010,92,Tuck,Lysette,555-908-2514,ltuck49@loremail.com,DR,,,120
10001,599,Brewer,Alexia,555-527-2906,abrewer42@loremail.com,DR,,,120
10020,1281,Mckenzie,Thomas,555-366-2653,tmckenzie28@loremail.com,EN,495,A,120
10045,518,Todd,Florence,555-945-9328,ftodd1@loremail.com,DR,,,130
10045,1288,Payne,Joel,555-599-3907,jpayne5@loremail.com,DR,,,130
10044,538,Rader,Michele,555-137-3030,mrader29@loremail.com,EN,495,A,130
10044,619,Chapman,Barry,555-747-7147,bchapman89@loremail.com,EN,495,A,130
10054,805,Little,Randy,555-422-8489,rlittle16@loremail.com,DR,,,130
10045,1290,Perez,Bernard,555-369-1465,bperez14@loremail.com,EN,495,A,130
10057,555,Wilder,Darcy,555-111-0337,dwilder58@loremail.com,EN,495,A,130
10050,868,Castillo,Mark,555-371-0905,mcastillo88@loremail.com,EN,375,A,130
10056,617,Connors,Lisa,555-383-1608,lconnors70@loremail.com,EN,495,A,130
10056,194,Kelly,Gerald,555-650-1096,gkelly1@loremail.com,EN,495,A,130
10065,1293,Morgan,Farrell,555-516-5931,fmorgan80@loremail.com,EN,300,A,130
10045,1295,Tate,Michelle,555-276-6465,mtate13@loremail.com,EN,495,A,130
10045,1296,Mills,Lisa,555-938-9593,lmills16@loremail.com,EN,495,A,130
10045,1297,Anderson,Sabrina,555-824-0596,sanderson73@loremail.com,EN,495,A,130
10031,1298,Johnson,Crystal,555-031-7763,cjohnson90@loremail.com,EN,495,A,130
10065,329,Huffman,Ginger,555-786-8242,ghuffman31@loremail.com,EN,300,A,130
10056,1100,Miller,Teresa,555-331-2433,tmiller67@loremail.com,EN,495,A,130
10037,435,Marsh,Michael,555-014-3762,mmarsh100@loremail.com,EN,495,A,130
10036,1231,May,Gerald,555-507-4140,gmay70@loremail.com,EN,495,A,130
10060,531,Will,Paul,555-997-7011,pwill31@loremail.com,EN,450,A,130
10049,281,Haile,Gina,555-306-7046,ghaile29@loremail.com,EN,450,A,130
10035,1036,Nielsen,Wendy,555-651-1344,wnielsen30@loremail.com,EN,450,A,130
10028,458,Stephen,Loretta,555-406-3899,lstephen60@loremail.com,EN,375,A,130
10035,348,Clark,Larry,555-946-6234,lclark68@loremail.com,EN,450,A,130
10037,348,Clark,Larry,555-946-6234,lclark68@loremail.com,EN,495,A,130
10039,1300,Hardy,Joel,555-870-4361,jhardy95@loremail.com,EN,495,A,130
10039,1301,Murray,Donna,555-114-2240,dmurray44@loremail.com,EN,495,A,130
10036,1302,Morrow,Amando,555-750-9162,amorrow11@loremail.com,EN,495,A,130
10044,537,Warner,Robert,555-870-4595,rwarner39@loremail.com,EN,495,A,130
10055,766,Chester,Sheila,555-510-4703,schester30@loremail.com,EN,495,A,130
10030,667,Lake,Suzanne,555-171-5753,slake90@loremail.com,EN,495,A,130
10035,1143,Jordan,Cheryl,555-387-3199,cjordan73@loremail.com,EN,450,A,130
10053,1304,Hannan,Stanley,555-123-9711,shannan95@loremail.com,EN,495,A,130
10055,724,Smith,Caroline,555-184-3289,csmith49@loremail.com,EN,495,A,130
10065,1142,Clifton,Cassie,555-559-1006,cclifton76@loremail.com,EN,300,A,130
10053,1305,Ortiz,Jennifer,555-686-9625,jortiz4@loremail.com,EN,495,A,130
10048,515,Nevarez,Steven,555-130-0533,snevarez27@loremail.com,DR,,,130
10048,935,Guerrero,John,555-060-5894,jguerrero47@loremail.com,EN,495,A,130
10038,111,Phillip,Troy,555-412-4280,tphillip23@loremail.com,EN,495,A,130
10051,749,Adams,Jean,555-864-1356,jadams22@loremail.com,EN,375,B,130
10056,1072,Kinney,Frank,555-680-2204,fkinney78@loremail.com,EN,495,A,130
10056,402,Washington,Steven,555-860-4717,swashington9@loremail.com,EN,495,B,130
10028,76,Hamilton,Juliann,555-050-3868,jhamilton72@loremail.com,EN,375,A,130
10041,968,Bland,Randy,555-421-9850,rbland69@loremail.com,EN,495,A,130
10039,1307,Rangel,Carla,555-055-4469,crangel43@loremail.com,EN,495,A,130
10043,303,Walls,Stephen,555-537-4422,swalls9@loremail.com,EN,345,A,130
10050,194,Kelly,Gerald,555-650-1096,gkelly1@loremail.com,EN,375,A,130
10051,1022,Cortez,Normand,555-540-1365,ncortez39@loremail.com,EN,375,A,130
10042,1270,Reilly,Angie,555-313-7773,areilly42@loremail.com,EN,495,A,130
10056,91,Rosales,James,555-196-6826,jrosales55@loremail.com,EN,495,A,130
10056,767,Johnson,Gordon,555-824-1464,gjohnson26@loremail.com,EN,495,A,130
10056,352,Johnston,Jim,555-801-8341,jjohnston46@loremail.com,EN,495,A,130
10055,177,Marquez,Ira,555-763-5779,imarquez55@loremail.com,EN,495,A,130
10046,1310,Byrd,Wendell,555-353-2166,wbyrd55@loremail.com,EN,495,A,130
10056,1250,Larsen,Cari,555-494-7030,clarsen65@loremail.com,EN,495,A,130
10049,466,Villa,Pamela,555-599-6681,pvilla56@loremail.com,EN,450,A,130
10065,1311,Noble,Kimmie,555-703-4158,knoble7@loremail.com,EN,300,A,130
10045,1311,Noble,Kimmie,555-703-4158,knoble7@loremail.com,EN,495,A,130
10039,1313,Morse,Staci,555-494-4984,smorse11@loremail.com,EN,495,A,130
10045,1315,Phillips,Darcy,555-137-4058,dphillips38@loremail.com,EN,495,C,130
10051,833,Basham,Robin,555-922-3160,rbasham65@loremail.com,EN,375,B,130
10050,1250,Larsen,Cari,555-494-7030,clarsen65@loremail.com,EN,375,A,130
10050,476,Brown,Anne,555-485-7387,abrown55@loremail.com,EN,375,A,130
10056,476,Brown,Anne,555-485-7387,abrown55@loremail.com,EN,495,A,130
10042,487,Davis,Kaarin,555-999-2750,kdavis56@loremail.com,DR,,,130
10060,469,Weems,Lisa,555-597-6422,lweems17@loremail.com,EN,450,A,130
10060,652,Kohl,Josephine,555-116-5261,jkohl85@loremail.com,EN,450,A,130
10057,400,King,Staci,555-901-5000,sking59@loremail.com,EN,495,B,130
10051,400,King,Staci,555-901-5000,sking59@loremail.com,EN,375,A,130
10054,922,Cardenas,Elena,555-796-5070,ecardenas73@loremail.com,EN,495,A,130
10053,1317,Sullivan,Tammy,555-120-2461,tsullivan86@loremail.com,EN,495,A,130
10039,1318,Young,Beverly,555-404-9520,byoung40@loremail.com,EN,495,A,130
10044,690,Gaddy,David,555-476-7048,dgaddy30@loremail.com,EN,495,A,130
10031,1319,Thomas,John,555-267-9119,jthomas97@loremail.com,EN,495,A,130
10031,1320,Mcgough,Sherry,555-573-6281,smcgough2@loremail.com,EN,495,C,130
10031,1321,Walker,David,555-721-5699,dwalker20@loremail.com,EN,495,A,130
10049,566,Mills,Marva,555-337-7222,mmills51@loremail.com,EN,450,A,130
10046,1243,Ross,Katherine,555-258-6555,kross2@loremail.com,EN,495,A,130
10043,967,Gilchrist,Elissa,555-052-8705,egilchrist63@loremail.com,EN,345,A,130
10041,1247,Chapman,Jason,555-749-3078,jchapman53@loremail.com,EN,495,A,130
10031,1323,Viola,Kimberly,555-402-7202,kviola14@loremail.com,EN,495,A,130
10028,548,Rooney,Stephanie,555-654-1965,srooney0@loremail.com,EN,375,A,130
10037,1324,Clarke,David,555-095-1709,dclarke32@loremail.com,EN,495,A,130
10043,971,,Chris,555-595-8442,c82@loremail.com,EN,345,A,130
10043,374,Dotson,Laurie,555-894-4512,ldotson43@loremail.com,EN,345,A,130
10065,1326,Paulson,Johnny,555-379-9339,jpaulson96@loremail.com,EN,300,A,130
10044,564,Bailey,Lisa,555-347-3640,lbailey33@loremail.com,EN,495,B,130
10048,564,Bailey,Lisa,555-347-3640,lbailey33@loremail.com,EN,495,A,130
10039,1327,Rubin,Julie,555-742-9723,jrubin75@loremail.com,EN,495,A,130
10035,1065,Sterling,Jeannie,555-229-9628,jsterling42@loremail.com,EN,450,B,130
10053,1329,Lundy,Mario,555-302-1075,mlundy10@loremail.com,EN,495,A,130
10055,575,Kennedy,Robin,555-326-9392,rkennedy16@loremail.com,EN,495,A,130
10057,112,Harrelson,Cari,555-803-4411,charrelson23@loremail.com,EN,495,A,130
10045,1316,Collins,John,555-385-8975,jcollins45@loremail.com,EN,495,A,130
10051,27,Daniels,Andrew,555-763-7371,adaniels83@loremail.com,EN,375,A,130
10060,21,Collins,Tamy,555-219-0018,tcollins33@loremail.com,EN,450,A,130
10041,632,Louie,Craig,555-354-5075,clouie11@loremail.com,EN,495,A,130
10041,965,Davis,Brian,555-294-2681,bdavis17@loremail.com,EN,495,A,130
10043,415,Jones,Matthew,555-634-0489,mjones80@loremail.com,EN,345,A,130
10028,314,Smith,Karrie,555-566-3956,ksmith82@loremail.com,EN,375,A,130
10041,83,Arrington,Martha,555-508-6577,marrington97@loremail.com,EN,495,A,130
10031,1235,Vang,Steven,555-678-9846,svang23@loremail.com,EN,495,A,130
10031,1330,Englert,Susan,555-677-1171,senglert10@loremail.com,EN,495,A,130
10042,1216,Davis,Ray,555-522-2308,rdavis45@loremail.com,EN,495,A,130
10046,1225,Hudgens,Stephen,555-616-8035,shudgens79@loremail.com,EN,495,A,130
10001,1225,Hudgens,Stephen,555-616-8035,shudgens79@loremail.com,DR,,,120
10049,847,Callahan,Eric,555-627-1000,ecallahan37@loremail.com,EN,450,A,130
10044,235,Oliver,Karla,555-938-5182,koliver98@loremail.com,EN,495,A,130
10044,1258,Davenport,Nicky,555-090-4969,ndavenport15@loremail.com,EN,495,A,130
10028,301,Derry,Sylvia,555-259-0699,sderry34@loremail.com,EN,375,A,130
10031,1331,Carlson,Steven,555-636-6233,scarlson80@loremail.com,EN,495,A,130
10065,1332,Schumacher,Melissa,555-321-0337,mschumacher90@loremail.com,EN,300,A,130
10060,704,Hill,Karla,555-223-1437,khill70@loremail.com,EN,450,A,130
10055,601,Bennett,Lisa,555-832-9681,lbennett10@loremail.com,EN,495,A,130
10036,416,Williams,Charlene,555-348-9017,cwilliams96@loremail.com,EN,0,A,130
10036,1240,White,Rodrick,555-323-5901,rwhite74@loremail.com,EN,0,A,130
10055,1244,Sage,Timothy,555-758-7963,tsage50@loremail.com,EN,495,A,130
10055,419,Natale,Deborah,555-824-0364,dnatale65@loremail.com,EN,495,A,130
10036,1333,Wright,Becky,555-799-8979,bwright14@loremail.com,EN,495,A,130
10046,1226,Kennedy,Shannon,555-877-9324,skennedy14@loremail.com,EN,495,A,130
10036,1334,Barrera,Vernell,555-605-6154,vbarrera91@loremail.com,EN,495,A,130
10037,761,Stewart,Martin,555-118-6650,mstewart19@loremail.com,EN,495,A,130
10049,613,Mata,Pamela,555-913-8796,pmata20@loremail.com,EN,450,A,130
10046,1335,Baker,Kindra,555-090-3994,kbaker38@loremail.com,EN,495,A,130
10053,1336,Royal,Valarie,555-291-4214,vroyal0@loremail.com,EN,495,C,130
10057,583,Lee,Brandi,555-694-1848,blee62@loremail.com,EN,495,A,130
10049,485,Mcclendon,Cindy,555-079-2732,cmcclendon1@loremail.com,EN,450,A,130
10057,205,James,Craig,555-343-4786,cjames97@loremail.com,EN,495,A,130
10056,880,Avery,Kimberly,555-651-1659,kavery43@loremail.com,EN,495,A,130
10053,1338,Baker,Timothy,555-655-1404,tbaker89@loremail.com,EN,495,A,130
10053,1340,Lucas,David,555-165-7777,dlucas79@loremail.com,EN,495,F,130
10036,1273,Hall,Pedro,555-902-9937,phall10@loremail.com,EN,495,A,130
10036,1341,Velez,David,555-760-1746,dvelez15@loremail.com,EN,495,A,130
10048,1018,Aiken,Brandon,555-570-9622,baiken39@loremail.com,EN,495,A,130
10043,92,Tuck,Lysette,555-908-2514,ltuck49@loremail.com,EN,345,A,130
10055,871,Brown,Noel,555-423-4042,nbrown4@loremail.com,EN,495,A,130
10050,1254,Lake,John,555-033-4179,jlake80@loremail.com,EN,375,A,130
10065,440,Mason,Roderick,555-807-5071,rmason71@loremail.com,EN,300,A,130
10055,640,Murrell,Michael,555-577-8113,mmurrell15@loremail.com,EN,495,A,130
10046,1342,Bundy,Russell,555-634-6364,rbundy38@loremail.com,EN,495,A,130
